color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
 Black and White,EugÃ¨ne LouriÃ©,67,80,7,21,Cecil Kellaway,57,5000000,Adventure|Horror|Sci-Fi,Kenneth Tobey,"The Beast from 20,000 Fathoms",4812,205,Ross Elliott,0,arctic|beast|dinosaur|monster|rhedosaurus,http://www.imdb.com/title/tt0045546/?ref_=fn_tt_tt_1,88,English,USA,Approved,21e4,1953,40,6.7,1.37,465
Color,Doug Liman,77,96,218,31,Alex DÃ©sert,4000,4505922,Comedy|Drama,Jon Favreau,Swingers,63951,4230,Blake Lindsley,0,actor|black panties|cult film|friend|upskirt,http://www.imdb.com/title/tt0117802/?ref_=fn_tt_tt_1,252,English,USA,R,2e5,1996,135,7.4,1.85,0
 Black and White,Lowell Sherman,35,66,16,28,Gilbert Roland,418,NA,Comedy|Drama|History|Musical|Romance,Mae West,She Done Him Wrong,4152,583,Louise Beavers,1,captain|marriage proposal|saloon|saloon singer|singer,http://www.imdb.com/title/tt0024548/?ref_=fn_tt_tt_1,59,English,USA,Approved,2e5,1933,85,6.5,1.37,328
Color,Maurizio Benazzo,15,85,0,0,Jasper Johal,66,381225,Documentary,The Dalai Lama,Short Cut to Nirvana: Kumbh Mela,131,66,Swami Krishnanad,0,,http://www.imdb.com/title/tt0420723/?ref_=fn_tt_tt_1,13,English,USA,Unrated,2e5,2004,0,7.2,1.78,30
Color,David G. Evans,25,101,0,16,Chris Thomas,77000,2428241,Drama,Michael Joiner,The Grace Card,2099,77046,Michael Higgenbottom,7,christian film|forgiveness|hospital|pastor|police,http://www.imdb.com/title/tt1544600/?ref_=fn_tt_tt_1,26,English,USA,PG-13,2e5,2010,21,6.4,NA,0
Color,Ava DuVernay,37,97,151,305,David Oyelowo,1000,78030,Drama,Omari Hardwick,Middle of Nowhere,1034,3021,Lorraine Toussaint,2,,http://www.imdb.com/title/tt1211890/?ref_=fn_tt_tt_1,10,English,USA,R,2e5,2012,1000,6.5,2.35,569
Color,Sherman Alexie,12,103,18,61,Leo Rossi,96,174682,Drama|Music,William Joseph Elk III,The Business of Fancydancing,460,314,Cynthia Geary,0,funeral|gay|native american protagonist|poet|reservation,http://www.imdb.com/title/tt0303313/?ref_=fn_tt_tt_1,14,English,USA,,2e5,2002,90,6.9,NA,96
Color,Justin Dillon,7,86,0,15,Natasha Bedingfield,178,215185,Documentary|History|Music,Matisyahu,Call + Response,48,279,Madeleine Albright,3,fair trade|human trafficking|non profit|rockumentary|slavery,http://www.imdb.com/title/tt1301130/?ref_=fn_tt_tt_1,2,English,USA,PG-13,2e5,2008,58,7.5,NA,26
Color,Stevan Mena,60,90,25,10,Stevan Mena,169,NA,Crime|Horror|Mystery|Thriller,R. Brandon Johnson,Malevolence,2413,206,Richard Glover,0,abandoned house|bank|robber|swing|witness,http://www.imdb.com/title/tt0388230/?ref_=fn_tt_tt_1,112,English,USA,R,2e5,2003,25,5.1,1.33,198
Color,Adam Rifkin,4,95,89,45,Adam Rifkin,471,NA,Comedy|Drama,Marri Savinar,Shooting the Warwicks,81,705,Bethany Blakey,0,family relationships|husband wife relationship|nudity|reality|reality spoof,http://www.imdb.com/title/tt2690560/?ref_=fn_tt_tt_1,1,English,USA,,25e4,2015,89,6.2,NA,47
Color,Richard Schenkman,66,87,29,131,John Billingsley,505,NA,Drama|Romance|Sci-Fi,William Katt,The Man from Earth,129799,1181,David Lee Smith,0,cro magnon|dialogue driven storyline|single set production|single setting|storytelling,http://www.imdb.com/title/tt0756683/?ref_=fn_tt_tt_1,638,English,USA,Not Rated,2e5,2007,323,8.0,1.78,46000
Color,Ricki Stern,11,106,15,0,Evelyn Jefferson,2,1111,Crime|Documentary,Darryl Hunt,The Trials of Darryl Hunt,771,2,John Reeves,0,false accusation|murder|north carolina|trial|wrongful conviction,http://www.imdb.com/title/tt0446055/?ref_=fn_tt_tt_1,10,English,USA,PG-13,2e5,2006,0,7.7,1.66,246
Color,Nadia Tass,6,86,20,32,Jordan Bridges,563,NA,Drama|Family,Mia Farrow,An American Girl Holiday,1338,828,Bruce Gooch,1,courtship|friend|girl|servant|sister,http://www.imdb.com/title/tt0412366/?ref_=fn_tt_tt_1,32,English,USA,,2e5,2004,194,7.2,1.33,90
Color,C. Fraser Press,13,105,0,27,Robert Turano,178,NA,Comedy|Drama|Music,Elaine Bromka,Theresa Is a Mother,37,263,Matthew Gumley,0,,http://www.imdb.com/title/tt1989646/?ref_=fn_tt_tt_1,1,English,USA,,2e5,2012,32,6.7,NA,38
Color,Sharon Greytak,3,94,0,178,Alex Emanuel,433,NA,Drama,Sally Kirkland,Archaeology of a Woman,15,1112,Elaine Bromka,1,,http://www.imdb.com/title/tt1702455/?ref_=fn_tt_tt_1,3,English,USA,,2e5,2012,375,8.1,1.78,66
 Black and White,Spike Lee,26,88,0,46,Joie Lee,539,7137502,Comedy|Romance,S. Epatha Merkerson,She's Gotta Have It,4769,708,Tracy Camilla Johns,0,female nudity|male model|nudity|rite of passage|sex,http://www.imdb.com/title/tt0091939/?ref_=fn_tt_tt_1,26,English,USA,R,175e3,1986,53,6.5,1.85,406
Color,Cary Bell,NA,78,0,0,Stacie Evans,0,NA,Documentary,Abigail Evans,Butterfly Girl,27,0,Emily Gorell,0,,http://www.imdb.com/title/tt2421956/?ref_=fn_tt_tt_1,1,English,USA,,18e4,2014,0,8.7,NA,88
Color,Mike Cahill,242,92,135,259,William Mapother,574,1316074,Drama|Romance|Sci-Fi,Robin Lord Taylor,Another Earth,71387,1303,Flint Beverage,1,duplicate earth|janitor|planet|solar system|synchronicity,http://www.imdb.com/title/tt1549572/?ref_=fn_tt_tt_1,228,English,USA,PG-13,1e5,2011,399,7.0,1.85,21000
Color,Melvin Van Peebles,38,97,101,101,Mario Van Peebles,982,15180000,Crime|Drama|Thriller,John Amos,Sweet Sweetback's Baadasssss Song,3340,1631,Melvin Van Peebles,1,black panther|hells angels|on the run|racist|racist cop,http://www.imdb.com/title/tt0067810/?ref_=fn_tt_tt_1,50,English,USA,R,5e5,1971,535,5.5,1.37,566
Color,Ken Roht,NA,109,0,26,Joe Lev,270,NA,Drama,Charla Cochran,Perfect Cowboy,8,364,Sienna Beckman,3,country singer|father son relationship|music group,http://www.imdb.com/title/tt3581098/?ref_=fn_tt_tt_1,NA,English,USA,,2e5,2014,54,7.0,NA,65
Color,Gary Winick,91,78,56,184,Aaron Stanford,376,2882062,Comedy|Drama|Romance,Bebe Neuwirth,Tadpole,5178,1144,Ron Rifkin,2,best friend|boy|french|friend|love,http://www.imdb.com/title/tt0271219/?ref_=fn_tt_tt_1,101,English,USA,PG-13,15e4,2000,346,6.3,1.85,132
Color,Michel Orion Scott,29,93,0,2,Rowan Isaacson,58,155984,Documentary,Temple Grandin,The Horse Boy,586,62,Simon Baron-Cohen,0,horse|journey|mongolia|shaman|travel,http://www.imdb.com/title/tt1333668/?ref_=fn_tt_tt_1,9,English,USA,Unrated,16e4,2009,2,7.4,1.85,0
Color,Tobe Hooper,277,88,365,177,Edwin Neal,383,30859000,Horror|Thriller,Gunnar Hansen,The Texas Chain Saw Massacre,96411,1094,Marilyn Burns,0,cannibal|chainsaw|hitchhiker|independent film|leatherface,http://www.imdb.com/title/tt0072271/?ref_=fn_tt_tt_1,826,English,USA,R,83532.0,1974,371,7.5,1.85,0
Color,Bill Melendez,43,25,36,27,Bill Melendez,39,NA,Animation|Comedy|Family,Peter Robbins,A Charlie Brown Christmas,21826,139,Christopher Shea,0,christmas|christmas tree|commercialism|meaning of christmas|tree,http://www.imdb.com/title/tt0059026/?ref_=fn_tt_tt_1,126,English,USA,TV-G,15e4,1965,36,8.4,1.33,0
Color,Dena Seidel,5,72,0,0,Hugh Ducklow,0,4914,Adventure|Documentary,Naderev Sano,Antarctic Edge: 70° South,123,0,Mike Brett,0,,http://www.imdb.com/title/tt2780714/?ref_=fn_tt_tt_1,2,English,USA,,15e4,2015,0,7.0,NA,215
 Black and White,Deborah Anderson,16,66,4,232,Jesse Jane,502,NA,Documentary,Lisa Ann,Aroused,502,1796,Kayden Kross,0,aroused|photography|pornography documentary|pornstar,http://www.imdb.com/title/tt2403815/?ref_=fn_tt_tt_1,9,English,USA,,15e4,2013,366,5.3,NA,207
Color,Sara Newens,18,80,0,0,Xinhua Jiang,0,5858,Documentary,Ariel Hsing,Top Spin,260,0,Michael Landers,0,,http://www.imdb.com/title/tt4219836/?ref_=fn_tt_tt_1,2,English,USA,,15e4,2014,0,7.1,NA,116
Color,Michael Moore,40,91,909,42,Pat Boone,909,6706368,Documentary,Michael Moore,Roger & Me,22800,1048,Bob Eubanks,0,factory|flint michigan|general motors|michigan|quest,http://www.imdb.com/title/tt0098213/?ref_=fn_tt_tt_1,133,English,USA,R,16e4,1989,91,7.5,1.66,667
Color,Sai Varadan,3,89,0,163,Hassan Johnson,196,NA,Drama,J.D. Williams,An American in Hollywood,100,942,Samantha Esteban,0,place name in title,http://www.imdb.com/title/tt2125430/?ref_=fn_tt_tt_1,3,English,USA,R,125e3,2014,180,7.2,NA,72
Color,Andrew Berends,12,90,0,NA,,NA,NA,Documentary|War,,The Blood of My Brother,102,0,,1,american|blood|dream|patrol|tank,http://www.imdb.com/title/tt0488873/?ref_=fn_tt_tt_1,7,English,USA,,12e4,2005,NA,6.6,1.66,14
Color,Lynn Shelton,171,90,100,9,Mike Birbiglia,830,1573712,Comedy|Drama,Mark Duplass,Your Sister's Sister,21618,973,Mel Eslyn,2,drunken sex|mashed potatoes|pancakes|tequila|title directed by female,http://www.imdb.com/title/tt1742336/?ref_=fn_tt_tt_1,62,English,USA,R,125e3,2011,128,6.7,NA,3000
Color,Valentine,NA,NA,0,NA,Valentine,17,NA,Romance,Diane Sorrentino,Romantic Schemer,172,17,,2,,http://www.imdb.com/title/tt4607906/?ref_=fn_tt_tt_1,NA,English,USA,PG-13,125e3,2015,0,5.1,NA,0
 Black and White,George A. Romero,284,96,0,56,Duane Jones,125,NA,Drama|Horror|Mystery,Judith O'Dea,Night of the Living Dead,87978,403,S. William Hinzman,5,cemetery|farmhouse|radiation|running out of gas|zombie,http://www.imdb.com/title/tt0063350/?ref_=fn_tt_tt_1,580,English,USA,Unrated,114e3,1968,108,8.0,1.85,0
Color,Nathan Smith Jones,1,77,7,69,Frank Gerrish,206,NA,Comedy,Richard Moll,The Work and the Story,98,516,Christopher Robin Miller,0,latter day saints|lds film|mock documentary|mormon|mormonism,http://www.imdb.com/title/tt0339921/?ref_=fn_tt_tt_1,5,English,USA,,103e3,2003,81,5.7,NA,0
Color,Alex Kendrick,31,111,589,51,Erin Bethea,589,10174663,Drama|Sport,Alex Kendrick,Facing the Giants,12399,916,Shannen Fields,0,christian|coach|faith|football|football team,http://www.imdb.com/title/tt0805526/?ref_=fn_tt_tt_1,382,English,USA,PG,1e5,2006,150,6.7,1.85,0
Color,Travis Cluff,159,81,3,7,Cassidy Gifford,220,22757819,Horror|Thriller,Pfeifer Brown,The Gallows,13521,276,Reese Mishler,0,breaking and entering|gallows|hanging|high school|stage,http://www.imdb.com/title/tt2309260/?ref_=fn_tt_tt_1,150,English,USA,R,1e5,2015,40,4.2,1.85,0
 Black and White,David Lynch,152,89,0,121,Jack Nance,195,NA,Fantasy|Horror|Sci-Fi,Hal Landon Jr.,Eraserhead,69831,837,Charlotte Stewart,1,apartment|baby|deformed baby|factory|surrealism,http://www.imdb.com/title/tt0074486/?ref_=fn_tt_tt_1,535,English,USA,Unrated,2e4,1977,158,7.4,1.37,0
 Black and White,Harry F. Millarde,1,110,0,0,Johnnie Walker,2,3000000,Crime|Drama,Stephen Carr,Over the Hill to the Poorhouse,5,4,Mary Carr,1,family relationships|gang|idler|poorhouse|thief,http://www.imdb.com/title/tt0011549/?ref_=fn_tt_tt_1,1,,USA,,1e5,1920,2,4.8,1.33,0
Color,Robert Townsend,21,81,467,287,Keenen Ivory Wayans,467,5228617,Comedy,Robert Townsend,Hollywood Shuffle,2770,1431,Helen Martin,1,actor|african american|dream|two word title|written and directed by cast member,http://www.imdb.com/title/tt0093200/?ref_=fn_tt_tt_1,32,English,USA,R,1e5,1987,322,7.0,1.85,471
Color,Jamaa Fanaka,23,99,9,10,Chuck Mitchell,116,NA,Crime|Drama|Sport,Leon Isaac Kennedy,Penitentiary,509,170,Wilbur 'Hi-Fi' White,2,blaxploitation|boxing|convict|drifter|false accusation,http://www.imdb.com/title/tt0079709/?ref_=fn_tt_tt_1,10,English,USA,R,1e5,1979,24,5.8,1.85,157
 Black and White,Larry Blamire,88,90,56,56,Brian Howe,126,110536,Comedy|Horror|Sci-Fi,Fay Masterson,The Lost Skeleton of Cadavra,4117,284,Larry Blamire,1,alien|cave|husband wife relationship|monster|skeleton,http://www.imdb.com/title/tt0307109/?ref_=fn_tt_tt_1,118,English,USA,PG,4e4,2001,76,7.0,1.85,0
Color,Stephen Langford,2,82,7,50,Gabriela Castillo,143,NA,Family,Kevin P. Farley,"Dude, Where's My Dog?!",73,417,Brandon Middleton,0,,http://www.imdb.com/title/tt3109200/?ref_=fn_tt_tt_1,4,English,USA,PG,2e4,2014,134,3.2,1.85,178
Color,E.L. Katz,193,88,3,307,Ethan Embry,3000,59379,Comedy|Crime|Drama|Horror|Thriller,Brighton Sharbino,Cheap Thrills,12796,4729,Elissa Dowling,3,cocaine|extramarital affair|sex|shooting|violence,http://www.imdb.com/title/tt2389182/?ref_=fn_tt_tt_1,52,English,USA,Not Rated,2e5,2013,982,6.8,2.35,0
Color,Patrick Ryan Sims,5,81,0,10,Hugh Mun,416,NA,Action|Drama|Sci-Fi|Thriller,Claire Gordon-Harper,Echo Dr.,101,459,Johnathan Hurley,2,android|artificial intelligence|home invasion|security system|tech noir,http://www.imdb.com/title/tt2343473/?ref_=fn_tt_tt_1,1,English,USA,,1e5,2013,18,3.6,1.78,17
Color,Jason Miller,5,77,0,0,Dottie Alexander,45,NA,Biography|Documentary|Music,Jon Brion,The Past is a Grotesque Animal,80,45,David Barnes,0,artist|band|male rear nudity|sexuality|stage,http://www.imdb.com/title/tt3072636/?ref_=fn_tt_tt_1,1,English,USA,Unrated,1e5,2014,0,7.6,1.78,82
Color,Sut Jhally,16,80,3,0,Seth Ackerman,103,NA,Documentary,Noam Chomsky,"Peace, Propaganda & the Promised Land",496,103,Arik Ascherman,3,arab israeli conflict|israel|media|middle east|palestine,http://www.imdb.com/title/tt0428959/?ref_=fn_tt_tt_1,13,English,USA,,7e4,2004,0,8.3,NA,110
 Black and White,Darren Aronofsky,138,84,0,194,Clint Mansell,1000,3216970,Drama|Mystery|Thriller,Mark Margolis,Pi,142619,2065,Stanley B. Herman,0,mathematician|nature|numbers|pattern|using a metal detector on a beach,http://www.imdb.com/title/tt0138704/?ref_=fn_tt_tt_1,586,English,USA,R,6e4,1998,512,7.5,1.66,24000
Color,Myles Berkowitz,32,87,0,153,Tom Ardavany,1000,536767,Biography|Comedy|Romance,Tia Carrere,20 Dates,1622,1362,Robert McKee,0,fake documentary|hidden camera|mockumentary|narrative|reality show,http://www.imdb.com/title/tt0138987/?ref_=fn_tt_tt_1,83,English,USA,R,6e4,1998,184,5.3,1.85,30
Color,Brett Piper,18,80,7,3,Steve Diasparra,118,NA,Action|Sci-Fi|Thriller,Michelle Simone Miller,Queen Crab,48,138,A.J. DeLucia,0,,http://www.imdb.com/title/tt2319456/?ref_=fn_tt_tt_1,18,English,USA,,75e3,2015,15,4.5,NA,34
Color,Morgan Spurlock,193,100,293,0,Amanda Kearsan,0,11529368,Comedy|Documentary|Drama,Chemeeka Walker,Super Size Me,85028,0,Amelia Giancarlo,2,experiment|fast food|food industry|meal|overeating,http://www.imdb.com/title/tt0390521/?ref_=fn_tt_tt_1,404,English,USA,PG,65e3,2004,0,7.3,1.78,0
Color,Brandon Trost,66,82,32,128,Sean Whalen,968,40557,Comedy,Clifton Collins Jr.,The FP,1389,2046,James DeBello,0,abbreviation in title|based on short film|competition dancing|dystopia|location in title,http://www.imdb.com/title/tt1296373/?ref_=fn_tt_tt_1,22,English,USA,R,6e4,2011,407,5.6,2.35,0
Color,Joe Swanberg,65,82,217,442,Lena Dunham,10000,30084,Comedy|Drama,Anna Kendrick,Happy Christmas,5507,11642,Mark Webber,3,chicago illinois|drink|drinking|filmmaker|writer,http://www.imdb.com/title/tt2955096/?ref_=fn_tt_tt_1,23,English,USA,R,7e4,2014,969,5.6,1.85,812
 Black and White,Joseph Green,95,70,2,6,Jason Evers,24,NA,Horror|Sci-Fi,Virginia Leith,The Brain That Wouldn't Die,4752,52,Bruce Kerr,1,brain|fiance|laboratory|surgeon|surgery,http://www.imdb.com/title/tt0052646/?ref_=fn_tt_tt_1,152,English,USA,Approved,62e3,1962,16,4.1,1.66,1000
Color,Wade Gasque,13,75,0,46,Vincent Duvall,267,NA,Drama,Ty Parker,Tiger Orange,683,488,Loanne Bishop,2,coming out|father son relationship|gay|gay brother|toilet sex,http://www.imdb.com/title/tt2866824/?ref_=fn_tt_tt_1,8,English,USA,Unrated,1e5,2014,87,6.8,1.78,182
Color,Mike Flanagan,125,87,59,9,Courtney Bell,35,NA,Drama|Horror|Mystery,Justin Gordon,Absentia,13065,97,Erin Cipolletti,0,anticipate|dead in absentia|foetus|tunnel|unreliable narration,http://www.imdb.com/title/tt1610996/?ref_=fn_tt_tt_1,136,English,USA,R,7e4,2011,28,5.8,1.78,3000
Color,Edward Burns,36,98,0,73,Michael McGlone,138,10246600,Comedy|Drama|Romance,Shari Albert,The Brothers McMullen,6375,388,Maxine Bahns,0,abusive father|critically acclaimed|loss of father|love|true love,http://www.imdb.com/title/tt0112585/?ref_=fn_tt_tt_1,36,English,USA,R,25e3,1995,111,6.6,1.85,265
Color,Lena Dunham,113,98,969,433,Merritt Wever,969,389804,Comedy|Drama|Romance,Lena Dunham,Tiny Furniture,11816,2530,Jemima Kirke,0,adult returns home|girl with glasses|hipster|shower|title directed by female,http://www.imdb.com/title/tt1570989/?ref_=fn_tt_tt_1,35,English,USA,Not Rated,65e3,2010,529,6.3,2.35,0
Color,Terron R. Parsons,13,93,9,133,Jeremy Sande,743,NA,Crime|Drama|Horror,Richard Tyson,Hayride,485,1527,Corlandos Scott,0,,http://www.imdb.com/title/tt1861343/?ref_=fn_tt_tt_1,5,English,USA,Not Rated,6e4,2012,413,3.4,1.78,284
Color,Jem Cohen,12,111,6,NA,,NA,NA,Documentary,,Counting,61,0,,0,city|city symphony|diary|essay|surveillance,http://www.imdb.com/title/tt4462082/?ref_=fn_tt_tt_1,1,English,USA,,5e4,2015,NA,6.0,1.78,5
 Black and White,Andrew Leman,60,47,2,5,David Mersault,19,NA,Fantasy|Horror|Mystery|Thriller,Dan Novy,The Call of Cthulhu,6261,43,Barry Lynch,0,1920s|cthulhu|dream|sailor|silent film,http://www.imdb.com/title/tt0478988/?ref_=fn_tt_tt_1,99,English,USA,,5e4,2005,9,7.3,1.33,0
Color,Dave Carroll,10,92,0,NA,,0,NA,Documentary,Chris 'Wonder' Schoeck,Bending Steel,53,0,,0,,http://www.imdb.com/title/tt2181837/?ref_=fn_tt_tt_1,10,English,USA,,5e4,2013,NA,7.9,16.0,33
Color,Patrick Meaney,7,81,3,18,Greg Aronowitz,26,NA,Biography|Documentary,Taliesin Jaffe,The Image Revolution,66,70,Jeff Dowd,7,comic book|comic book history|comics|spawn|walking dead,http://www.imdb.com/title/tt2294916/?ref_=fn_tt_tt_1,2,English,USA,,5e4,2014,20,7.4,NA,83
Color,Chad Hartigan,34,83,3,69,Paul Eenhoorn,695,NA,Drama,Jan Haley,This Is Martin Bonner,733,1438,Demetrius Grosse,0,estranged daughter|friendship|nevada|prisoner|unlikely friendship,http://www.imdb.com/title/tt1798291/?ref_=fn_tt_tt_1,7,English,USA,R,42e3,2013,571,6.6,16.0,234
Color,Malcolm Goodwin,NA,96,117,281,Jon Gries,948,NA,Comedy,Katrina Bowden,A True Story,181,2058,Kelen Coleman,5,ellipsis in title|long title|period in title|punctuation in title|title ends with period,http://www.imdb.com/title/tt1524083/?ref_=fn_tt_tt_1,4,English,USA,,45e3,2013,482,5.5,2.35,72
Color,David Gordon Green,75,90,234,15,Eddie Rouse,552,241816,Drama,Paul Schneider,George Washington,6246,642,Damian Jewan Lee,0,cover up|north carolina|redemption|small town|teenager,http://www.imdb.com/title/tt0262432/?ref_=fn_tt_tt_1,76,English,USA,Unrated,42e3,2000,61,7.5,2.35,451
Color,Kevin Jordan,21,90,4,113,Christa Miller,20000,277233,Comedy|Romance,Derick Martini,Smiling Fish & Goat on Fire,2631,20814,Ion Overman,5,accountant|actor|animal in title|mail carrier|single parent,http://www.imdb.com/title/tt0162348/?ref_=fn_tt_tt_1,26,English,USA,R,4e4,1999,467,7.6,1.85,0
Color,Kirk Loudon,3,95,0,279,Johnny Walter,883,NA,Drama|Sci-Fi|Thriller,Barry Corbin,Dawn of the Crescent Moon,34,2618,Shiree Nelson,0,,http://www.imdb.com/title/tt3157318/?ref_=fn_tt_tt_1,2,English,USA,,75e3,2014,507,5.0,NA,87
Color,Travis Legge,2,83,138,76,Patricia Raven,307,NA,Horror,Elissa Dowling,Raymond Did It,192,619,Lindsay Felton,0,blood|independent film|mutilation|violence,http://www.imdb.com/title/tt1716760/?ref_=fn_tt_tt_1,6,English,USA,Unrated,4e4,2011,114,3.2,2.35,239
Color,Collin Joseph Neal,7,75,14,130,Thomas Brophy,252,NA,Horror|Thriller,Julianne Gabert,"Run, Hide, Die",106,638,Ronee Collins,0,,http://www.imdb.com/title/tt2442662/?ref_=fn_tt_tt_1,5,English,USA,,5e4,2012,132,3.7,2.35,225
Color,Mike Bruce,3,78,6,17,Kirpatrick Thomas,32,243768,Western,Joseph Campanella,The Legend of God's Gun,143,72,Christian Anderson,0,,http://www.imdb.com/title/tt1073221/?ref_=fn_tt_tt_1,9,English,USA,R,3e4,2007,17,4.1,2.35,13
Color,Damir Catic,NA,89,2,0,Ron Gelner,5,NA,Horror,Nichole Ceballos,Her Cry: La Llorona Investigation,23,5,Parker Riggs,0,la llorona|weeping,http://www.imdb.com/title/tt2469216/?ref_=fn_tt_tt_1,2,English,USA,Not Rated,6e4,2013,0,5.4,NA,48
 Black and White,Kevin Smith,136,102,0,216,Brian O'Halloran,898,3151130,Comedy,Jason Mewes,Clerks,181749,2103,Jeff Anderson,4,clerk|friend|hockey|video|video store,http://www.imdb.com/title/tt0109445/?ref_=fn_tt_tt_1,615,English,USA,R,23e4,1994,657,7.8,1.37,0
Color,James Bidgood,8,65,0,NA,Bobby Kendall,0,8231,Drama|Fantasy,Don Brooks,Pink Narcissus,803,0,,1,male frontal nudity|male pubic hair|male rear nudity|pubic hair|street hustler,http://www.imdb.com/title/tt0067580/?ref_=fn_tt_tt_1,16,English,USA,Not Rated,27e3,1971,0,6.7,1.37,85
Color,Eric Eason,28,79,3,42,Panchito GÃ³mez,93,NA,Drama|Family,Franky G,Manito,493,243,Casper Martinez,0,ex convict|graduation|manhattan new york city|older brother is bad influence|washington heights manhattan new york city,http://www.imdb.com/title/tt0298050/?ref_=fn_tt_tt_1,21,English,USA,,24e3,2002,46,7.0,1.78,61
 Black and White,Richard Linklater,61,100,0,0,Richard Linklater,5,1227508,Comedy|Drama,Tommy Pallotta,Slacker,15103,5,Jean Caffeine,0,austin texas|moon|pap smear|texas|twenty something,http://www.imdb.com/title/tt0102943/?ref_=fn_tt_tt_1,80,English,USA,R,23e3,1991,0,7.1,1.37,2000
Color,Joseph Mazzella,NA,90,0,9,Mikaal Bates,313,NA,Crime|Drama|Thriller,Tjasa Ferme,Dutch Kills,57,366,Damon Owlia,2,,http://www.imdb.com/title/tt2759066/?ref_=fn_tt_tt_1,2,English,USA,,25e3,2015,25,4.8,NA,33
Color,Travis Legge,1,90,138,138,Suzi Lorraine,370,NA,Comedy|Romance,Kristen Seavey,Dry Spell,114,841,Travis Legge,1,anti romantic comedy|dating|divorce|sex comedy|sex scene,http://www.imdb.com/title/tt2375036/?ref_=fn_tt_tt_1,3,English,USA,,22e3,2013,184,3.3,1.78,200
Color,Alex Kendrick,5,120,589,4,Lisa Arnold,51,NA,Drama,Shannen Fields,Flywheel,2986,108,Janet Lee Dapper,1,baby|car salesman|christian film|pregnancy|used car salesman,http://www.imdb.com/title/tt0425027/?ref_=fn_tt_tt_1,49,English,USA,,2e4,2003,49,6.9,1.85,725
,Brandon Landers,NA,143,8,8,Alana Kaniewski,720,NA,Drama|Horror|Thriller,Robbie Barnes,The Ridges,125,770,Brandon Landers,0,avatar|college|death|tron|university,http://www.imdb.com/title/tt1781935/?ref_=fn_tt_tt_1,8,English,USA,,17350.0,2011,19,3.0,NA,33
Color,Jay Duplass,51,85,157,10,Katie Aselton,830,192467,Comedy|Drama|Romance,Mark Duplass,The Puffy Chair,4067,1064,Bari Hyman,0,birthday|gift|motel|new york city|upholsterer,http://www.imdb.com/title/tt0436689/?ref_=fn_tt_tt_1,71,English,USA,R,15e3,2005,224,6.6,NA,297
Color,Daryl Wein,22,88,38,211,Heather Burns,331,76382,Romance,Zoe Lister-Jones,Breaking Upwards,1194,1546,Ebon Moss-Bachrach,2,,http://www.imdb.com/title/tt1247644/?ref_=fn_tt_tt_1,8,English,USA,,15e3,2009,212,6.2,2.35,324
Color,Jason Trost,42,78,91,86,Jason Trost,407,NA,Sci-Fi|Thriller,Sean Whalen,All Superheroes Must Die,1771,674,Nick Principe,0,arch villain|game of death|kidnapping|superhero,http://www.imdb.com/title/tt1836212/?ref_=fn_tt_tt_1,35,English,USA,Unrated,2e4,2011,91,4.0,2.35,835
Color,John Waters,73,108,0,105,Mink Stole,462,180483,Comedy|Crime|Horror,Divine,Pink Flamingos,16792,760,Edith Massey,2,absurd humor|egg|gross out humor|lesbian|sex,http://www.imdb.com/title/tt0069089/?ref_=fn_tt_tt_1,183,English,USA,NC-17,1e4,1972,143,6.1,1.37,0
Color,Thomas L. Phillips,13,82,120,84,Joe Coffey,785,NA,Comedy|Horror|Thriller,Julianna Pitt,Sanctuary; Quite a Conundrum,133,1111,John Lucas,NA,nudity|party|pirate|swimsuit|three word title,http://www.imdb.com/title/tt2049518/?ref_=fn_tt_tt_1,8,English,USA,,2e5,2012,98,5.4,16.0,424
Color,Shane Carruth,143,77,291,8,David Sullivan,291,424760,Drama|Sci-Fi|Thriller,Shane Carruth,Primer,72639,368,Casey Gooden,0,changing the future|independent film|invention|nonlinear timeline|time travel,http://www.imdb.com/title/tt0390384/?ref_=fn_tt_tt_1,371,English,USA,PG-13,7e3,2004,45,7.0,1.85,19000
Color,Robert Rodriguez,56,81,0,6,Peter Marquardt,121,2040920,Action|Crime|Drama|Romance|Thriller,Carlos Gallardo,El Mariachi,52055,147,Consuelo GÃ³mez,0,assassin|death|guitar|gun|mariachi,http://www.imdb.com/title/tt0104815/?ref_=fn_tt_tt_1,130,Spanish,USA,R,7e3,1992,20,6.9,1.37,0
Color,Anthony Vallone,NA,84,2,2,John Considine,45,NA,Crime|Drama,Richard Jewell,The Mongol King,36,93,Sara Stepnicka,0,jewell|mongol|nostradamus|stepnicka|vallone,http://www.imdb.com/title/tt0430371/?ref_=fn_tt_tt_1,1,English,USA,PG-13,3250.0,2005,44,7.8,NA,4
